version,cve_id,base_score,base_severity,cvss_version
4.2.0,CVE-2021-32036,7.1,HIGH,3.1
4.2.0,CVE-2021-32040,7.5,HIGH,3.1
4.2.0,CVE-2025-14847,8.7,HIGH,4.0
4.2.0,CVE-2026-9753,7.2,HIGH,4.0
5.0.6,CVE-2022-24272,6.5,MEDIUM,3.1
5.0.6,CVE-2023-1409,7.5,HIGH,3.1
5.0.6,CVE-2024-1351,9.8,CRITICAL,3.1
5.0.6,CVE-2024-3372,7.5,HIGH,3.1
5.0.6,CVE-2024-3374,5.3,MEDIUM,3.1
5.0.6,CVE-2024-6375,6.5,MEDIUM,3.1
5.0.6,CVE-2024-7553,7.8,HIGH,3.1
5.0.6,CVE-2024-8207,6.7,MEDIUM,3.1
5.0.6,CVE-2024-10921,8.1,HIGH,3.1
5.0.6,CVE-2025-3082,5.4,MEDIUM,3.1
5.0.6,CVE-2025-3083,7.5,HIGH,3.1
5.0.6,CVE-2025-3084,6.5,MEDIUM,3.1
5.0.6,CVE-2025-3085,9.8,CRITICAL,3.1
5.0.6,CVE-2025-6707,5.4,MEDIUM,3.1
5.0.6,CVE-2025-14847,8.7,HIGH,4.0
5.0.6,CVE-2026-8053,8.7,HIGH,4.0
5.0.6,CVE-2026-9753,7.2,HIGH,4.0
3.6.18,CVE-2020-7923,6.5,MEDIUM,3.1
3.6.18,CVE-2019-2392,6.5,MEDIUM,3.1
3.6.18,CVE-2020-7928,6.5,MEDIUM,3.1
3.6.18,CVE-2020-7929,6.5,MEDIUM,3.1
3.6.18,CVE-2021-20333,5.3,MEDIUM,3.1
3.6.18,CVE-2021-32036,7.1,HIGH,3.1
3.6.18,CVE-2025-14847,8.7,HIGH,4.0
3.6.18,CVE-2026-9753,7.2,HIGH,4.0
8.0.6,CVE-2025-6712,6.5,MEDIUM,3.1
8.0.6,CVE-2025-6713,6.5,MEDIUM,3.1
8.0.6,CVE-2025-6714,7.5,HIGH,3.1
8.0.6,CVE-2025-10060,7.5,HIGH,3.1
8.0.6,CVE-2025-10061,6.5,MEDIUM,3.1
8.0.6,CVE-2025-11979,6.5,MEDIUM,3.1
8.0.6,CVE-2025-12657,5.9,MEDIUM,4.0
8.0.6,CVE-2025-12893,2.3,LOW,4.0
8.0.6,CVE-2025-13507,7.1,HIGH,4.0
8.0.6,CVE-2025-13643,2.3,LOW,4.0
8.0.6,CVE-2025-13644,7.1,HIGH,4.0
8.0.6,CVE-2025-14345,2.3,LOW,4.0
8.0.6,CVE-2025-14847,8.7,HIGH,4.0
8.0.6,CVE-2026-1847,7.1,HIGH,4.0
8.0.6,CVE-2026-1848,8.2,HIGH,4.0
8.0.6,CVE-2026-1849,7.1,HIGH,4.0
8.0.6,CVE-2026-1850,7.1,HIGH,4.0
8.0.6,CVE-2026-25609,5.3,MEDIUM,4.0
8.0.6,CVE-2026-25610,7.1,HIGH,4.0
8.0.6,CVE-2026-25613,7.1,HIGH,4.0
8.0.6,CVE-2026-4147,7.1,HIGH,4.0
8.0.6,CVE-2026-4148,8.7,HIGH,4.0
8.0.6,CVE-2026-4358,6.1,MEDIUM,4.0
8.0.6,CVE-2026-5170,6.0,MEDIUM,4.0
8.0.6,CVE-2026-6914,7.1,HIGH,4.0
8.0.6,CVE-2026-6915,5.3,MEDIUM,4.0
8.0.6,CVE-2026-8053,8.7,HIGH,4.0
8.0.6,CVE-2026-8199,7.1,HIGH,4.0
8.0.6,CVE-2026-8200,4.8,MEDIUM,4.0
8.0.6,CVE-2026-8201,6.1,MEDIUM,4.0
8.0.6,CVE-2026-8202,5.3,MEDIUM,4.0
8.0.6,CVE-2026-9740,8.7,HIGH,4.0
8.0.6,CVE-2026-9741,7.1,HIGH,4.0
8.0.6,CVE-2026-9743,7.1,HIGH,4.0
8.0.6,CVE-2026-9746,7.1,HIGH,4.0
8.0.6,CVE-2026-9747,7.1,HIGH,4.0
8.0.6,CVE-2026-9748,7.1,HIGH,4.0
8.0.6,CVE-2026-9749,7.1,HIGH,4.0
8.0.6,CVE-2026-9750,7.1,HIGH,4.0
8.0.6,CVE-2026-9751,6.8,MEDIUM,4.0
8.0.6,CVE-2026-9752,7.1,HIGH,4.0
8.0.6,CVE-2026-9753,7.2,HIGH,4.0
7.0.19,CVE-2025-6707,5.4,MEDIUM,3.1
7.0.19,CVE-2025-6714,7.5,HIGH,3.1
7.0.19,CVE-2025-10060,7.5,HIGH,3.1
7.0.19,CVE-2025-10061,6.5,MEDIUM,3.1
7.0.19,CVE-2025-11979,6.5,MEDIUM,3.1
7.0.19,CVE-2025-12657,5.9,MEDIUM,4.0
7.0.19,CVE-2025-12893,2.3,LOW,4.0
7.0.19,CVE-2025-13507,7.1,HIGH,4.0
7.0.19,CVE-2025-13643,2.3,LOW,4.0
7.0.19,CVE-2025-13644,7.1,HIGH,4.0
7.0.19,CVE-2025-14345,2.3,LOW,4.0
7.0.19,CVE-2025-14847,8.7,HIGH,4.0
7.0.19,CVE-2026-1847,7.1,HIGH,4.0
7.0.19,CVE-2026-1848,8.2,HIGH,4.0
7.0.19,CVE-2026-1849,7.1,HIGH,4.0
7.0.19,CVE-2026-25609,5.3,MEDIUM,4.0
7.0.19,CVE-2026-25610,7.1,HIGH,4.0
7.0.19,CVE-2026-25613,7.1,HIGH,4.0
7.0.19,CVE-2026-4147,7.1,HIGH,4.0
7.0.19,CVE-2026-4148,8.7,HIGH,4.0
7.0.19,CVE-2026-4358,6.1,MEDIUM,4.0
7.0.19,CVE-2026-5170,6.0,MEDIUM,4.0
7.0.19,CVE-2026-6914,7.1,HIGH,4.0
7.0.19,CVE-2026-6915,5.3,MEDIUM,4.0
7.0.19,CVE-2026-8053,8.7,HIGH,4.0
7.0.19,CVE-2026-8199,7.1,HIGH,4.0
7.0.19,CVE-2026-8200,4.8,MEDIUM,4.0
7.0.19,CVE-2026-8201,6.1,MEDIUM,4.0
7.0.19,CVE-2026-8202,5.3,MEDIUM,4.0
7.0.19,CVE-2026-9740,8.7,HIGH,4.0
7.0.19,CVE-2026-9741,7.1,HIGH,4.0
7.0.19,CVE-2026-9746,7.1,HIGH,4.0
7.0.19,CVE-2026-9747,7.1,HIGH,4.0
7.0.19,CVE-2026-9748,7.1,HIGH,4.0
7.0.19,CVE-2026-9749,7.1,HIGH,4.0
7.0.19,CVE-2026-9750,7.1,HIGH,4.0
7.0.19,CVE-2026-9751,6.8,MEDIUM,4.0
7.0.19,CVE-2026-9752,7.1,HIGH,4.0
7.0.19,CVE-2026-9753,7.2,HIGH,4.0
2.4.14,CVE-2013-2132,4.3,,2.0
2.4.14,CVE-2016-6494,5.5,MEDIUM,3.0
2.4.14,CVE-2020-7923,6.5,MEDIUM,3.1
2.4.14,CVE-2021-32036,7.1,HIGH,3.1
2.4.14,CVE-2026-9753,7.2,HIGH,4.0
5.0.18,CVE-2024-1351,9.8,CRITICAL,3.1
5.0.18,CVE-2024-3372,7.5,HIGH,3.1
5.0.18,CVE-2024-6375,6.5,MEDIUM,3.1
5.0.18,CVE-2024-7553,7.8,HIGH,3.1
5.0.18,CVE-2024-10921,8.1,HIGH,3.1
5.0.18,CVE-2025-3082,5.4,MEDIUM,3.1
5.0.18,CVE-2025-3083,7.5,HIGH,3.1
5.0.18,CVE-2025-3084,6.5,MEDIUM,3.1
5.0.18,CVE-2025-3085,9.8,CRITICAL,3.1
5.0.18,CVE-2025-6707,5.4,MEDIUM,3.1
5.0.18,CVE-2025-14847,8.7,HIGH,4.0
5.0.18,CVE-2026-8053,8.7,HIGH,4.0
5.0.18,CVE-2026-9753,7.2,HIGH,4.0
4.0.1,CVE-2019-2386,7.1,HIGH,3.1
4.0.1,CVE-2019-2389,4.2,MEDIUM,3.1
4.0.1,CVE-2019-2390,7.8,HIGH,3.1
4.0.1,CVE-2020-7921,5.3,MEDIUM,3.1
4.0.1,CVE-2020-7923,6.5,MEDIUM,3.1
4.0.1,CVE-2018-20802,6.5,MEDIUM,3.1
4.0.1,CVE-2018-20804,6.5,MEDIUM,3.1
4.0.1,CVE-2018-20805,6.5,MEDIUM,3.1
4.0.1,CVE-2019-20923,6.5,MEDIUM,3.1
4.0.1,CVE-2019-2392,6.5,MEDIUM,3.1
4.0.1,CVE-2019-2393,6.5,MEDIUM,3.1
4.0.1,CVE-2020-7928,6.5,MEDIUM,3.1
4.0.1,CVE-2018-20803,6.5,MEDIUM,3.1
4.0.1,CVE-2019-20925,7.5,HIGH,3.1
4.0.1,CVE-2020-7929,6.5,MEDIUM,3.1
4.0.1,CVE-2018-25004,4.9,MEDIUM,3.1
4.0.1,CVE-2021-20333,5.3,MEDIUM,3.1
4.0.1,CVE-2021-20330,6.5,MEDIUM,3.1
4.0.1,CVE-2021-32036,7.1,HIGH,3.1
4.0.1,CVE-2025-14847,8.7,HIGH,4.0
4.0.1,CVE-2026-9753,7.2,HIGH,4.0
4.4.17,CVE-2023-1409,7.5,HIGH,3.1
4.4.17,CVE-2024-1351,9.8,CRITICAL,3.1
4.4.17,CVE-2025-14847,8.7,HIGH,4.0
4.4.17,CVE-2026-9753,7.2,HIGH,4.0
5.0.2,CVE-2021-32037,6.5,MEDIUM,3.1
5.0.2,CVE-2021-32036,7.1,HIGH,3.1
5.0.2,CVE-2021-32040,7.5,HIGH,3.1
5.0.2,CVE-2022-24272,6.5,MEDIUM,3.1
5.0.2,CVE-2023-1409,7.5,HIGH,3.1
5.0.2,CVE-2024-1351,9.8,CRITICAL,3.1
5.0.2,CVE-2024-3372,7.5,HIGH,3.1
5.0.2,CVE-2024-3374,5.3,MEDIUM,3.1
5.0.2,CVE-2024-6375,6.5,MEDIUM,3.1
5.0.2,CVE-2024-7553,7.8,HIGH,3.1
5.0.2,CVE-2024-8207,6.7,MEDIUM,3.1
5.0.2,CVE-2024-10921,8.1,HIGH,3.1
5.0.2,CVE-2025-3082,5.4,MEDIUM,3.1
5.0.2,CVE-2025-3083,7.5,HIGH,3.1
5.0.2,CVE-2025-3084,6.5,MEDIUM,3.1
5.0.2,CVE-2025-3085,9.8,CRITICAL,3.1
5.0.2,CVE-2025-6707,5.4,MEDIUM,3.1
5.0.2,CVE-2025-14847,8.7,HIGH,4.0
5.0.2,CVE-2026-8053,8.7,HIGH,4.0
5.0.2,CVE-2026-9753,7.2,HIGH,4.0
4.2.1,CVE-2020-7921,5.3,MEDIUM,3.1
4.2.1,CVE-2020-7923,6.5,MEDIUM,3.1
4.2.1,CVE-2020-7925,7.5,HIGH,3.1
4.2.1,CVE-2019-20924,6.5,MEDIUM,3.1
4.2.1,CVE-2019-2392,6.5,MEDIUM,3.1
4.2.1,CVE-2020-7928,6.5,MEDIUM,3.1
4.2.1,CVE-2021-20333,5.3,MEDIUM,3.1
4.2.1,CVE-2021-20330,6.5,MEDIUM,3.1
4.2.1,CVE-2021-32036,7.1,HIGH,3.1
4.2.1,CVE-2021-32040,7.5,HIGH,3.1
4.2.1,CVE-2025-14847,8.7,HIGH,4.0
4.2.1,CVE-2026-9753,7.2,HIGH,4.0
6.0.7,CVE-2024-1351,9.8,CRITICAL,3.1
6.0.7,CVE-2024-3372,7.5,HIGH,3.1
6.0.7,CVE-2024-6375,6.5,MEDIUM,3.1
6.0.7,CVE-2024-7553,7.8,HIGH,3.1
6.0.7,CVE-2024-6384,5.3,MEDIUM,3.1
6.0.7,CVE-2024-8305,6.5,MEDIUM,3.1
6.0.7,CVE-2024-10921,8.1,HIGH,3.1
6.0.7,CVE-2025-3082,5.4,MEDIUM,3.1
6.0.7,CVE-2025-3083,7.5,HIGH,3.1
6.0.7,CVE-2025-3084,6.5,MEDIUM,3.1
6.0.7,CVE-2025-3085,9.8,CRITICAL,3.1
6.0.7,CVE-2025-6706,8.8,HIGH,3.1
6.0.7,CVE-2025-6707,5.4,MEDIUM,3.1
6.0.7,CVE-2025-6709,7.5,HIGH,3.1
6.0.7,CVE-2025-6710,7.5,HIGH,3.1
6.0.7,CVE-2025-6711,4.9,MEDIUM,3.1
6.0.7,CVE-2025-6713,6.5,MEDIUM,3.1
6.0.7,CVE-2025-6714,7.5,HIGH,3.1
6.0.7,CVE-2025-10059,6.5,MEDIUM,3.1
6.0.7,CVE-2025-10060,7.5,HIGH,3.1
6.0.7,CVE-2025-10061,6.5,MEDIUM,3.1
6.0.7,CVE-2025-12657,5.9,MEDIUM,4.0
6.0.7,CVE-2025-14847,8.7,HIGH,4.0
6.0.7,CVE-2026-8053,8.7,HIGH,4.0
6.0.7,CVE-2026-9753,7.2,HIGH,4.0
4.4.15,CVE-2023-1409,7.5,HIGH,3.1
4.4.15,CVE-2024-1351,9.8,CRITICAL,3.1
4.4.15,CVE-2025-14847,8.7,HIGH,4.0
4.4.15,CVE-2026-9753,7.2,HIGH,4.0
4.2.23,CVE-2020-7923,6.5,MEDIUM,3.1
4.2.23,CVE-2025-14847,8.7,HIGH,4.0
4.2.23,CVE-2026-9753,7.2,HIGH,4.0
4.0.10,CVE-2019-2389,4.2,MEDIUM,3.1
4.0.10,CVE-2019-2390,7.8,HIGH,3.1
4.0.10,CVE-2020-7921,5.3,MEDIUM,3.1
4.0.10,CVE-2020-7923,6.5,MEDIUM,3.1
4.0.10,CVE-2019-2392,6.5,MEDIUM,3.1
4.0.10,CVE-2019-2393,6.5,MEDIUM,3.1
4.0.10,CVE-2020-7928,6.5,MEDIUM,3.1
4.0.10,CVE-2019-20925,7.5,HIGH,3.1
4.0.10,CVE-2020-7929,6.5,MEDIUM,3.1
4.0.10,CVE-2021-20333,5.3,MEDIUM,3.1
4.0.10,CVE-2021-20330,6.5,MEDIUM,3.1
4.0.10,CVE-2021-32036,7.1,HIGH,3.1
4.0.10,CVE-2025-14847,8.7,HIGH,4.0
4.0.10,CVE-2026-9753,7.2,HIGH,4.0
3.4.17,CVE-2019-2386,7.1,HIGH,3.1
3.4.17,CVE-2019-2389,4.2,MEDIUM,3.1
3.4.17,CVE-2019-2390,7.8,HIGH,3.1
3.4.17,CVE-2020-7923,6.5,MEDIUM,3.1
3.4.17,CVE-2018-20803,6.5,MEDIUM,3.1
3.4.17,CVE-2019-20925,7.5,HIGH,3.1
3.4.17,CVE-2021-32036,7.1,HIGH,3.1
3.4.17,CVE-2026-9753,7.2,HIGH,4.0
4.0.26-21,CVE-2020-7923,6.5,MEDIUM,3.1
4.0.26-21,CVE-2021-32036,7.1,HIGH,3.1
4.0.26-21,CVE-2025-14847,8.7,HIGH,4.0
4.0.26-21,CVE-2026-9753,7.2,HIGH,4.0
3.6.9,CVE-2019-2386,7.1,HIGH,3.1
3.6.9,CVE-2019-2389,4.2,MEDIUM,3.1
3.6.9,CVE-2019-2390,7.8,HIGH,3.1
3.6.9,CVE-2020-7921,5.3,MEDIUM,3.1
3.6.9,CVE-2020-7923,6.5,MEDIUM,3.1
3.6.9,CVE-2018-20804,6.5,MEDIUM,3.1
3.6.9,CVE-2018-20805,6.5,MEDIUM,3.1
3.6.9,CVE-2019-2392,6.5,MEDIUM,3.1
3.6.9,CVE-2019-2393,6.5,MEDIUM,3.1
3.6.9,CVE-2020-7928,6.5,MEDIUM,3.1
3.6.9,CVE-2018-20803,6.5,MEDIUM,3.1
3.6.9,CVE-2019-20925,7.5,HIGH,3.1
3.6.9,CVE-2020-7929,6.5,MEDIUM,3.1
3.6.9,CVE-2018-25004,4.9,MEDIUM,3.1
3.6.9,CVE-2021-20333,5.3,MEDIUM,3.1
3.6.9,CVE-2021-32036,7.1,HIGH,3.1
3.6.9,CVE-2025-14847,8.7,HIGH,4.0
3.6.9,CVE-2026-9753,7.2,HIGH,4.0
5.0.32,CVE-2026-8053,8.7,HIGH,4.0
5.0.32,CVE-2026-9753,7.2,HIGH,4.0
7.0.0,CVE-2024-1351,9.8,CRITICAL,3.1
7.0.0,CVE-2024-3372,7.5,HIGH,3.1
7.0.0,CVE-2024-6375,6.5,MEDIUM,3.1
7.0.0,CVE-2024-7553,7.8,HIGH,3.1
7.0.0,CVE-2024-6384,5.3,MEDIUM,3.1
7.0.0,CVE-2024-8305,6.5,MEDIUM,3.1
7.0.0,CVE-2024-10921,8.1,HIGH,3.1
7.0.0,CVE-2025-0755,7.5,HIGH,3.1
7.0.0,CVE-2025-3082,5.4,MEDIUM,3.1
7.0.0,CVE-2025-3083,7.5,HIGH,3.1
7.0.0,CVE-2025-3084,6.5,MEDIUM,3.1
7.0.0,CVE-2025-3085,9.8,CRITICAL,3.1
7.0.0,CVE-2025-6706,8.8,HIGH,3.1
7.0.0,CVE-2025-6707,5.4,MEDIUM,3.1
7.0.0,CVE-2025-6709,7.5,HIGH,3.1
7.0.0,CVE-2025-6710,7.5,HIGH,3.1
7.0.0,CVE-2025-6711,4.9,MEDIUM,3.1
7.0.0,CVE-2025-6713,6.5,MEDIUM,3.1
7.0.0,CVE-2025-6714,7.5,HIGH,3.1
7.0.0,CVE-2025-10059,6.5,MEDIUM,3.1
7.0.0,CVE-2025-10060,7.5,HIGH,3.1
7.0.0,CVE-2025-10061,6.5,MEDIUM,3.1
7.0.0,CVE-2025-11979,6.5,MEDIUM,3.1
7.0.0,CVE-2025-12657,5.9,MEDIUM,4.0
7.0.0,CVE-2025-12893,2.3,LOW,4.0
7.0.0,CVE-2025-13507,7.1,HIGH,4.0
7.0.0,CVE-2025-13643,2.3,LOW,4.0
7.0.0,CVE-2025-13644,7.1,HIGH,4.0
7.0.0,CVE-2025-14345,2.3,LOW,4.0
7.0.0,CVE-2025-14847,8.7,HIGH,4.0
7.0.0,CVE-2026-1847,7.1,HIGH,4.0
7.0.0,CVE-2026-1848,8.2,HIGH,4.0
7.0.0,CVE-2026-1849,7.1,HIGH,4.0
7.0.0,CVE-2026-25609,5.3,MEDIUM,4.0
7.0.0,CVE-2026-25610,7.1,HIGH,4.0
7.0.0,CVE-2026-25613,7.1,HIGH,4.0
7.0.0,CVE-2026-4147,7.1,HIGH,4.0
7.0.0,CVE-2026-4148,8.7,HIGH,4.0
7.0.0,CVE-2026-4358,6.1,MEDIUM,4.0
7.0.0,CVE-2026-5170,6.0,MEDIUM,4.0
7.0.0,CVE-2026-6914,7.1,HIGH,4.0
7.0.0,CVE-2026-6915,5.3,MEDIUM,4.0
7.0.0,CVE-2026-8053,8.7,HIGH,4.0
7.0.0,CVE-2026-8199,7.1,HIGH,4.0
7.0.0,CVE-2026-8200,4.8,MEDIUM,4.0
7.0.0,CVE-2026-8201,6.1,MEDIUM,4.0
7.0.0,CVE-2026-8202,5.3,MEDIUM,4.0
7.0.0,CVE-2026-9740,8.7,HIGH,4.0
7.0.0,CVE-2026-9741,7.1,HIGH,4.0
7.0.0,CVE-2026-9746,7.1,HIGH,4.0
7.0.0,CVE-2026-9747,7.1,HIGH,4.0
7.0.0,CVE-2026-9748,7.1,HIGH,4.0
7.0.0,CVE-2026-9749,7.1,HIGH,4.0
7.0.0,CVE-2026-9750,7.1,HIGH,4.0
7.0.0,CVE-2026-9751,6.8,MEDIUM,4.0
7.0.0,CVE-2026-9752,7.1,HIGH,4.0
7.0.0,CVE-2026-9753,7.2,HIGH,4.0
2.4.9,CVE-2013-2132,4.3,,2.0
2.4.9,CVE-2015-1609,5.0,,2.0
2.4.9,CVE-2016-6494,5.5,MEDIUM,3.0
2.4.9,CVE-2020-7923,6.5,MEDIUM,3.1
2.4.9,CVE-2021-32036,7.1,HIGH,3.1
2.4.9,CVE-2026-9753,7.2,HIGH,4.0
7.0.22,CVE-2025-11979,6.5,MEDIUM,3.1
7.0.22,CVE-2025-12893,2.3,LOW,4.0
7.0.22,CVE-2025-13507,7.1,HIGH,4.0
7.0.22,CVE-2025-13643,2.3,LOW,4.0
7.0.22,CVE-2025-13644,7.1,HIGH,4.0
7.0.22,CVE-2025-14345,2.3,LOW,4.0
7.0.22,CVE-2025-14847,8.7,HIGH,4.0
7.0.22,CVE-2026-1847,7.1,HIGH,4.0
7.0.22,CVE-2026-1848,8.2,HIGH,4.0
7.0.22,CVE-2026-1849,7.1,HIGH,4.0
7.0.22,CVE-2026-25609,5.3,MEDIUM,4.0
7.0.22,CVE-2026-25610,7.1,HIGH,4.0
7.0.22,CVE-2026-25613,7.1,HIGH,4.0
7.0.22,CVE-2026-4147,7.1,HIGH,4.0
7.0.22,CVE-2026-4148,8.7,HIGH,4.0
7.0.22,CVE-2026-4358,6.1,MEDIUM,4.0
7.0.22,CVE-2026-5170,6.0,MEDIUM,4.0
7.0.22,CVE-2026-6914,7.1,HIGH,4.0
7.0.22,CVE-2026-6915,5.3,MEDIUM,4.0
7.0.22,CVE-2026-8053,8.7,HIGH,4.0
7.0.22,CVE-2026-8199,7.1,HIGH,4.0
7.0.22,CVE-2026-8200,4.8,MEDIUM,4.0
7.0.22,CVE-2026-8201,6.1,MEDIUM,4.0
7.0.22,CVE-2026-8202,5.3,MEDIUM,4.0
7.0.22,CVE-2026-9740,8.7,HIGH,4.0
7.0.22,CVE-2026-9741,7.1,HIGH,4.0
7.0.22,CVE-2026-9746,7.1,HIGH,4.0
7.0.22,CVE-2026-9747,7.1,HIGH,4.0
7.0.22,CVE-2026-9748,7.1,HIGH,4.0
7.0.22,CVE-2026-9749,7.1,HIGH,4.0
7.0.22,CVE-2026-9750,7.1,HIGH,4.0
7.0.22,CVE-2026-9751,6.8,MEDIUM,4.0
7.0.22,CVE-2026-9752,7.1,HIGH,4.0
7.0.22,CVE-2026-9753,7.2,HIGH,4.0
4.4.8,CVE-2021-32036,7.1,HIGH,3.1
4.4.8,CVE-2021-32040,7.5,HIGH,3.1
4.4.8,CVE-2023-1409,7.5,HIGH,3.1
4.4.8,CVE-2024-1351,9.8,CRITICAL,3.1
4.4.8,CVE-2025-14847,8.7,HIGH,4.0
4.4.8,CVE-2026-9753,7.2,HIGH,4.0
4.4.18,CVE-2023-1409,7.5,HIGH,3.1
4.4.18,CVE-2024-1351,9.8,CRITICAL,3.1
4.4.18,CVE-2025-14847,8.7,HIGH,4.0
4.4.18,CVE-2026-9753,7.2,HIGH,4.0
7.0.8,CVE-2024-7553,7.8,HIGH,3.1
7.0.8,CVE-2024-6384,5.3,MEDIUM,3.1
7.0.8,CVE-2024-8305,6.5,MEDIUM,3.1
7.0.8,CVE-2024-10921,8.1,HIGH,3.1
7.0.8,CVE-2025-0755,7.5,HIGH,3.1
7.0.8,CVE-2025-3082,5.4,MEDIUM,3.1
7.0.8,CVE-2025-3083,7.5,HIGH,3.1
7.0.8,CVE-2025-3084,6.5,MEDIUM,3.1
7.0.8,CVE-2025-3085,9.8,CRITICAL,3.1
7.0.8,CVE-2025-6706,8.8,HIGH,3.1
7.0.8,CVE-2025-6707,5.4,MEDIUM,3.1
7.0.8,CVE-2025-6709,7.5,HIGH,3.1
7.0.8,CVE-2025-6710,7.5,HIGH,3.1
7.0.8,CVE-2025-6711,4.9,MEDIUM,3.1
7.0.8,CVE-2025-6713,6.5,MEDIUM,3.1
7.0.8,CVE-2025-6714,7.5,HIGH,3.1
7.0.8,CVE-2025-10059,6.5,MEDIUM,3.1
7.0.8,CVE-2025-10060,7.5,HIGH,3.1
7.0.8,CVE-2025-10061,6.5,MEDIUM,3.1
7.0.8,CVE-2025-11979,6.5,MEDIUM,3.1
7.0.8,CVE-2025-12657,5.9,MEDIUM,4.0
7.0.8,CVE-2025-12893,2.3,LOW,4.0
7.0.8,CVE-2025-13507,7.1,HIGH,4.0
7.0.8,CVE-2025-13643,2.3,LOW,4.0
7.0.8,CVE-2025-13644,7.1,HIGH,4.0
7.0.8,CVE-2025-14345,2.3,LOW,4.0
7.0.8,CVE-2025-14847,8.7,HIGH,4.0
7.0.8,CVE-2026-1847,7.1,HIGH,4.0
7.0.8,CVE-2026-1848,8.2,HIGH,4.0
7.0.8,CVE-2026-1849,7.1,HIGH,4.0
7.0.8,CVE-2026-25609,5.3,MEDIUM,4.0
7.0.8,CVE-2026-25610,7.1,HIGH,4.0
7.0.8,CVE-2026-25613,7.1,HIGH,4.0
7.0.8,CVE-2026-4147,7.1,HIGH,4.0
7.0.8,CVE-2026-4148,8.7,HIGH,4.0
7.0.8,CVE-2026-4358,6.1,MEDIUM,4.0
7.0.8,CVE-2026-5170,6.0,MEDIUM,4.0
7.0.8,CVE-2026-6914,7.1,HIGH,4.0
7.0.8,CVE-2026-6915,5.3,MEDIUM,4.0
7.0.8,CVE-2026-8053,8.7,HIGH,4.0
7.0.8,CVE-2026-8199,7.1,HIGH,4.0
7.0.8,CVE-2026-8200,4.8,MEDIUM,4.0
7.0.8,CVE-2026-8201,6.1,MEDIUM,4.0
7.0.8,CVE-2026-8202,5.3,MEDIUM,4.0
7.0.8,CVE-2026-9740,8.7,HIGH,4.0
7.0.8,CVE-2026-9741,7.1,HIGH,4.0
7.0.8,CVE-2026-9746,7.1,HIGH,4.0
7.0.8,CVE-2026-9747,7.1,HIGH,4.0
7.0.8,CVE-2026-9748,7.1,HIGH,4.0
7.0.8,CVE-2026-9749,7.1,HIGH,4.0
7.0.8,CVE-2026-9750,7.1,HIGH,4.0
7.0.8,CVE-2026-9751,6.8,MEDIUM,4.0
7.0.8,CVE-2026-9752,7.1,HIGH,4.0
7.0.8,CVE-2026-9753,7.2,HIGH,4.0
7.0.14,CVE-2024-10921,8.1,HIGH,3.1
7.0.14,CVE-2025-0755,7.5,HIGH,3.1
7.0.14,CVE-2025-3083,7.5,HIGH,3.1
7.0.14,CVE-2025-3084,6.5,MEDIUM,3.1
7.0.14,CVE-2025-3085,9.8,CRITICAL,3.1
7.0.14,CVE-2025-6706,8.8,HIGH,3.1
7.0.14,CVE-2025-6707,5.4,MEDIUM,3.1
7.0.14,CVE-2025-6709,7.5,HIGH,3.1
7.0.14,CVE-2025-6710,7.5,HIGH,3.1
7.0.14,CVE-2025-6711,4.9,MEDIUM,3.1
7.0.14,CVE-2025-6713,6.5,MEDIUM,3.1
7.0.14,CVE-2025-6714,7.5,HIGH,3.1
7.0.14,CVE-2025-10059,6.5,MEDIUM,3.1
7.0.14,CVE-2025-10060,7.5,HIGH,3.1
7.0.14,CVE-2025-10061,6.5,MEDIUM,3.1
7.0.14,CVE-2025-11979,6.5,MEDIUM,3.1
7.0.14,CVE-2025-12657,5.9,MEDIUM,4.0
7.0.14,CVE-2025-12893,2.3,LOW,4.0
7.0.14,CVE-2025-13507,7.1,HIGH,4.0
7.0.14,CVE-2025-13643,2.3,LOW,4.0
7.0.14,CVE-2025-13644,7.1,HIGH,4.0
7.0.14,CVE-2025-14345,2.3,LOW,4.0
7.0.14,CVE-2025-14847,8.7,HIGH,4.0
7.0.14,CVE-2026-1847,7.1,HIGH,4.0
7.0.14,CVE-2026-1848,8.2,HIGH,4.0
7.0.14,CVE-2026-1849,7.1,HIGH,4.0
7.0.14,CVE-2026-25609,5.3,MEDIUM,4.0
7.0.14,CVE-2026-25610,7.1,HIGH,4.0
7.0.14,CVE-2026-25613,7.1,HIGH,4.0
7.0.14,CVE-2026-4147,7.1,HIGH,4.0
7.0.14,CVE-2026-4148,8.7,HIGH,4.0
7.0.14,CVE-2026-4358,6.1,MEDIUM,4.0
7.0.14,CVE-2026-5170,6.0,MEDIUM,4.0
7.0.14,CVE-2026-6914,7.1,HIGH,4.0
7.0.14,CVE-2026-6915,5.3,MEDIUM,4.0
7.0.14,CVE-2026-8053,8.7,HIGH,4.0
7.0.14,CVE-2026-8199,7.1,HIGH,4.0
7.0.14,CVE-2026-8200,4.8,MEDIUM,4.0
7.0.14,CVE-2026-8201,6.1,MEDIUM,4.0
7.0.14,CVE-2026-8202,5.3,MEDIUM,4.0
7.0.14,CVE-2026-9740,8.7,HIGH,4.0
7.0.14,CVE-2026-9741,7.1,HIGH,4.0
7.0.14,CVE-2026-9746,7.1,HIGH,4.0
7.0.14,CVE-2026-9747,7.1,HIGH,4.0
7.0.14,CVE-2026-9748,7.1,HIGH,4.0
